customer_id,synthetic_situation_truth,latent_stress_index,aff_app,aff_sms,aff_whatsapp,aff_call,hour_star,days_star
C00001,S2,0.8421695614103814,0.6755530557815971,0.027714539774206015,0.07005359447623932,0.22667880996795758,17.669022294422465,6.189141468306296
C00002,S0,0.12896140843364387,0.23392178344324402,0.05210711527050868,0.39221567423035497,0.3217554270558923,15.433837470147747,4.267932039183402
C00003,S3,0.7441147312962332,0.5140822887769049,0.22270009792509685,0.13461933943079527,0.12859827386720304,17.70613906798461,4.6843044368247195
C00004,S2,0.3129484303520921,0.1541071919189482,0.0678234675904692,0.37412119330080473,0.4039481471897779,15.368910768820534,4.651406442470423
C00005,S0,0.19457184756085846,0.02491233803233151,0.006959902743823851,0.18130303905423226,0.7868247201696125,19.167286187259407,7.440843521633301
C00006,S4,0.1340355913049853,0.1831490403926604,0.24631537575609222,0.15853952712835107,0.4119960567228964,19.247524159836757,7.496349987810966
C00007,S2,0.6496861022173324,0.04670347101846574,0.19918713002572286,0.5707998243650264,0.18330957459078498,11.640640531227735,5.878562228349693
C00008,S3,0.7850055838233378,0.07722083636085963,0.7419416088071034,0.06886075667115554,0.11197679816088135,10.819703673470404,2.9730796096627072
C00009,S0,0.12914807246368934,0.18464134667624962,0.18582493798110616,0.15850003005305205,0.4710336852895921,18.802815373520517,2.3409060703998885
C00010,S0,0.09489314702503672,0.3296078119352447,0.06363270571270724,0.4048691763208184,0.20189030603122968,11.954020950526676,2.742723986702826
C00011,S0,0.08085990442206689,0.07594728616413109,0.027573849840588853,0.14239409762965183,0.7540847663656282,8.346674000202647,3.1313604718073482
C00012,S4,0.3940948671425383,0.2782047663670596,0.0021148868552082877,0.16082055506639964,0.5588597917113325,14.101278485851488,7.622090005257582
C00013,S1,0.3184697546926537,0.010561406757763438,0.15193550645235512,0.04152891678344161,0.7959741700064399,16.798910381927065,5.887264885310422
C00014,S3,0.6656436322050033,0.7164960001828738,0.12189024570196044,0.09947337170067569,0.062140382414489874,7.050627426989173,2.375426695076956
C00015,S0,0.05519188592033798,0.5593531654066108,0.15354001709539755,0.1642476250425631,0.12285919245542858,8.946071099171714,6.847003458237692
C00016,S0,0.05616684446326541,0.19586258956942793,0.14576192832612098,0.31754804992269053,0.3408274321817605,19.575506232494014,5.377795468009331
C00017,S1,0.231338036340153,0.02831924001582584,0.7202234501439803,0.01784725503471928,0.23361005480547453,7.522344093640987,6.824006961578405
C00018,S0,0.019048977959974935,0.05370594261049436,0.7929248868608492,0.060823271008500414,0.09254589952015614,17.687758112256112,7.709253158901696
C00019,S3,0.8765508829142586,0.07863075891475721,0.03269531346699955,0.7570501110615779,0.13162381655666536,7.470539568607513,3.6538103065002097
C00020,S1,0.36838227857893396,0.238235108316571,0.05288437491769591,0.4176002658064911,0.291280250959242,13.95771384644179,4.875335677333865
